1|-2.34826225825|46.7265793788
2|-2.1|49.1833333333
3|-1.03205771728|45.6192020997
4|-0.523801061262|44.8975952828
5|-0.662294|45.127811501
6|-4.33444055795|48.0976915622
7|-0.533296567632|50.8029701683
8|-1.09900353545|50.803566885
9|-3.107262|48.785290001
10|-2.0315445|47.287410501
11|-2.06648719151|47.6533607853
12|-3.57628692029|50.3451074331
13|-3.91723300338|47.8679340486
14|-4.643734|50.330644501
15|-1.53708232784|50.7627377695
16|-1.16070619091|46.1487549773
17|-2.45067621353|50.6031930031
18|-2.04154330763|47.2920690481
19|-4.941316|50.538727001
20|-5.06751405146|50.0415280112
21|-1.28333333333|50.7
22|-1.15335079167|44.6624328687
23|-5.55|50.1
24|-4.7586775|50.333554501
25|-5.53333333333|50.1166666667
26|-3.51666666667|50.7166666667
27|-3.41666666667|50.6166666667
28|-4.70346979323|50.3488238917
29|-1.18333333333|50.85
30|-1.40670716038|50.9003563885
31|-4.12710933234|50.3655576418
32|-3.36186285982|47.7440877186
33|-1.32700787116|50.854661529
34|-4.12865805018|50.3667756519
35|-1.61394324997|49.6411100171
36|-2.72598152791|48.5297227679
37|-3.46666666667|50.6833333333
38|-1.3|50.85
39|-1.67107796681|47.1985893251
40|-5.05694444444|50.1519444444
41|-0.568033615921|45.0341608027
42|-2.13428910538|47.3052271734
43|-3.5|50.55
44|-0.566666666667|44.8333333333
45|-0.960738467315|45.94471056
46|-1.98333333333|50.7166666667
47|-0.865355284609|50.8062408383
48|-0.35|49.1833333333
49|-5.1|50.1666666667
50|-2.43333333333|50.5666666667
51|-3.28333333333|47.8
52|-4.25|48.45
53|-1.23335738615|46.1661027042
54|-1.79673445061|46.5020800883
55|-0.104728440598|49.2908323442
56|-1.58330035617|47.200000664
57|-1.85717697121|49.5521074704
58|-0.75|45.2
59|-3.5096432749|50.3967142991
60|-1.1048301536|44.7422571803
61|-4.47444444444|48.3858333333
62|-3.15|48.7166666667
63|-3.97087785215|48.7217092552
64|-0.9|45.95
65|-3.21666666667|48.8
66|-1.43268437695|50.8910953222
67|-2.76666666667|47.65
68|-1.5150945|50.702777001
69|-4.11666649736|50.3666647436
70|-4.15190601454|50.3658529206
71|-2.0237562427|48.6489760715
72|-0.246005521323|50.8283606843
73|-3.54261051711|50.4586929157
74|-4.2|51.0166666667
75|-5.03794915797|50.2518078646
76|-5.0667685|50.055930001
77|-1.60112929652|48.8341003325
78|-2.20194444444|47.2802777778
79|-5.413829|50.186514001
80|-1.30026672902|50.7662371788
81|-0.773350655808|50.8300170901
82|-3.1050895255|47.487965453
83|-2.20632458462|49.7313945277
84|-4.10877595266|47.9713390666
85|-0.100673723818|50.811537418
86|-2.54037735781|49.4652172401
87|-2.54039860729|49.4652020028
88|-1.04413720878|45.5416139725
89|-0.25|49.2833333333
